Kanji,Hiragana,Romaji,English,Level,PronunciationURL,Topic,Part_of_Speech
,ホテル,ホテル,hotel,N5,,General,General
本,ほん,hon,book,N5,,General,General
本棚,ほんだな,hondana,bookshelves,N5,,General,General
,ほんとう,hontou,truth,N5,,General,General
毎朝,まいあさ,maiasa,every morning,N5,,General,General
毎月,まいげつ/まいつき,maigetsu/maitsuki,every month,N5,,General,General
毎週,まいしゅう,maishuu,every week,N5,,General,General
毎日,まいにち,mainichi,every day,N5,,General,General
毎年,まいねん/まいとし,mainen/maitoshi,every year,N5,,General,General
毎晩,まいばん,maiban,every night,N5,,General,General
前,まえ,mae,before,N5,,General,General
曲る,まがる,magaru,"to turn,to bend",N5,,General,General
,まずい,mazui,unpleasant,N5,,General,General
,また,mata,"again,and",N5,,General,General
,まだ,mada,"yet,still",N5,,General,General
町,まち,machi,"town,city",N5,,General,General
待つ,まつ,matsu,to wait,N5,,General,General
,まっすぐ,massugu,"straight ahead,direct",N5,,General,General
,マッチ,マッチ,match,N5,,General,General
窓,まど,mado,window,N5,,General,General
丸い/円い,まるい,marui,"round,circular",N5,,General,General
万,まん,man,ten thousand,N5,,General,General
万年筆,まんねんひつ,mannenhitsu,fountain pen,N5,,General,General
磨く,みがく,migaku,"to brush teeth, to polish",N5,,General,General
右,みぎ,migi,right side,N5,,General,General
短い,みじかい,mijikai,short,N5,,General,General
水,みず,mizu,water,N5,,General,General
店,みせ,mise,shop,N5,,General,General
見せる,みせる,miseru,to show,N5,,General,General
道,みち,michi,street,N5,,General,General
三日,みっか,mikka,"three days, third day of the month",N5,,General,General
三つ,みっつ,mittsu,three,N5,,General,General
緑,みどり,midori,green,N5,,General,General
皆さん,みなさん,minasan,everyone,N5,,General,General
南,みなみ,minami,south,N5,,General,General
耳,みみ,mimi,ear,N5,,General,General
見る 観る,みる,miru,"to see, to watch",N5,,General,General
,みんな,minna,everyone,N5,,General,General
六日,むいか,muika,"six days, sixth day of the month",N5,,General,General
向こう,むこう,mukou,over there,N5,,General,General
難しい,むずかしい,muzukashii,difficult,N5,,General,General
六つ,むっつ,muttsu,six,N5,,General,General
村,むら,mura,village,N5,,General,General
目,め,me,eye,N5,,General,General
,メートル,メートル,metre,N5,,General,General
眼鏡,めがね,megane,glasses,N5,,General,General
,もう,mou,already,N5,,General,General
もう一度,もういちど,mouichido,again,N5,,General,General
木曜日,もくようび,mokuyoubi,Thursday,N5,,General,General
持つ,もつ,motsu,to hold,N5,,General,General
,もっと,motto,more,N5,,General,General
物,もの,mono,thing,N5,,General,General
門,もん,mon,gate,N5,,General,General
問題,もんだい,mondai,problem,N5,,General,General
八百屋,やおや,yaoya,greengrocer,N5,,General,General
野菜,やさい,yasai,vegetable,N5,,General,General
易しい,やさしい,yasashii,"easy, simple",N5,,General,General
安い,やすい,yasui,cheap,N5,,General,General
休み,やすみ,yasumi,"rest,holiday",N5,,General,General
休む,やすむ,yasumu,to rest,N5,,General,General
八つ,やっつ,yattsu,eight,N5,,General,General
山,やま,yama,mountain,N5,,General,General
,やる,yaru,to do,N5,,General,General
夕方,ゆうがた,yuugata,evening,N5,,General,General
夕飯,ゆうはん,yuuhan,dinner,N5,,General,General
郵便局,ゆうびんきょく,yuubinkyoku,post office,N5,,General,General
昨夜,ゆうべ,yuube,last night,N5,,General,General
有名,ゆうめい,yuumei,famous,N5,,General,General
雪,ゆき,yuki,snow,N5,,General,General
行く,ゆく,yuku,to go,N5,,General,General
,ゆっくりと,yukkurito,slowly,N5,,General,General
八日,ようか,youka,"eight days, eighth day of the month",N5,,General,General
洋服,ようふく,youfuku,western-style clothes,N5,,General,General
,よく,yoku,"often, well",N5,,General,General
横,よこ,yoko,"beside,side,width",N5,,General,General
四日,よっか,yokka,"four days, fouth day of the month",N5,,General,General
四つ,よっつ,yottsu,four,N5,,General,General
呼ぶ,よぶ,yobu,"to call out,to invite",N5,,General,General
読む,よむ,yomu,to read,N5,,General,General
夜,よる,yoru,"evening,night",N5,,General,General
弱い,よわい,yowai,weak,N5,,General,General
来月,らいげつ,raigetsu,next month,N5,,General,General
来週,らいしゅう,raishuu,next week,N5,,General,General
来年,らいねん,rainen,next year,N5,,General,General
,ラジオ,ラジオ,radio,N5,,General,General
,ラジカセ / ラジオカセット,ラジカセ/ラジオカセット,radio cassette player,N5,,General,General
,りっぱ,rippa,splendid,N5,,General,General
留学生,りゅうがくせい,ryuugakusei,overseas student,N5,,General,General
両親,りょうしん,ryoushin,both parents,N5,,General,General
料理,りょうり,ryouri,cuisine,N5,,General,General
旅行,りょこう,ryokou,travel,N5,,General,General
零,れい,rei,zero,N5,,General,General
冷蔵庫,れいぞうこ,reizouko,refrigerator,N5,,General,General
,レコード,レコード,record,N5,,General,General
,レストラン,レストラン,restaurant,N5,,General,General
練習,れんしゅうする,renshuusuru,to practice,N5,,General,General
廊下,ろうか,rouka,corridor,N5,,General,General
六,ろく,roku,six,N5,,General,General
,ワイシャツ,ワイシャツ,business shirt,N5,,General,General
若い,わかい,wakai,young,N5,,General,General
分かる,わかる,wakaru,to be understood,N5,,General,General
忘れる,わすれる,wasureru,to forget,N5,,General,General
私,わたくし,watakushi,"(humble) I,myself",N5,,General,General
私,わたし,watashi,"I,myself",N5,,General,General
渡す,わたす,watasu,to hand over,N5,,General,General
渡る,わたる,wataru,to go across,N5,,General,General
悪い,わるい,warui,bad,N5,,General,General
,より、ほう,yorihou,Used for comparison.,N5,,General,General
,あ,a,Ah,N4,,General,General
,ああ,aa,like that,N4,,General,General
,あいさつ・する,aisatsusuru,to greet,N4,,General,General
間,あいだ,aida,a space,N4,,General,General
合う,あう,au,to match,N4,,General,General
,あかちゃん,akachan,infant,N4,,General,General
上る,あがる,agaru,to rise,N4,,General,General
赤ん坊,あかんぼう,akanbou,baby,N4,,General,General
空く,あく,aku,"to open,  to become empty",N4,,General,General
,アクセサリー,アクセサリー,accessory,N4,,General,General
,あげる,ageru,to give,N4,,General,General
浅い,あさい,asai,"shallow, superficial",N4,,General,General
味,あじ,aji,flavour,N4,,General,General
,アジア,アジア,Asia,N4,,General,General
明日,あす,asu,tomorrow,N4,,General,General
遊び,あそび,asobi,play,N4,,General,General
集る,あつまる,atsumaru,to gather,N4,,General,General
集める,あつめる,atsumeru,to collect something,N4,,General,General
,アナウンサー,アナウンサー,announcer,N4,,General,General
,アフリカ,アフリカ,Africa,N4,,General,General
,アメリカ,アメリカ,America,N4,,General,General
謝る,あやまる,ayamaru,to apologize,N4,,General,General
,アルコール,アルコール,alcohol,N4,,General,General
,アルバイト,アルバイト,part-time job,N4,,General,General
安心,あんしん,anshin,relief,N4,,General,General
安全,あんぜん,anzen,safety,N4,,General,General
,あんな,anna,such,N4,,General,General
案内,あんない・する,annaisuru,to guide,N4,,General,General
以下,いか,ika,less than,N4,,General,General
以外,いがい,igai,with the exception of,N4,,General,General
医学,いがく,igaku,medical science,N4,,General,General
生きる,いきる,ikiru,to live,N4,,General,General
意見,いけん,iken,opinion,N4,,General,General
石,いし,ishi,stone,N4,,General,General
,いじめる,ijimeru,to tease,N4,,General,General
以上,いじょう,ijou,"more than, this is all",N4,,General,General
急ぐ,いそぐ,isogu,to hurry,N4,,General,General
致す,いたす,itasu,(humble) to do,N4,,General,General
,いただく,itadaku,(humble) to receive,N4,,General,General
一度,いちど,ichido,once,N4,,General,General
一生懸命,いっしょうけんめい,isshoukenmei,with utmost effort,N4,,General,General
,いっぱい,ippai,full,N4,,General,General
糸,いと,ito,thread,N4,,General,General
以内,いない,inai,within,N4,,General,General
田舎,いなか,inaka,countryside,N4,,General,General
祈る,いのる,inoru,to pray,N4,,General,General
,いらっしゃる,irassharu,"(respectful) to be, to come or to go",N4,,General,General
植える,うえる,ueru,"to plant, to grow",N4,,General,General
,うかがう,ukagau,to visit,N4,,General,General
受付,うけつけ,uketsuke,receipt,N4,,General,General
受ける,うける,ukeru,to take a lesson or test,N4,,General,General
動く,うごく,ugoku,to move,N4,,General,General
,うそ,uso,a lie,N4,,General,General
,うち,uchi,within,N4,,General,General
打つ,うつ,utsu,to hit,N4,,General,General
美しい,うつくしい,utsukushii,beautiful,N4,,General,General
写す,うつす,utsusu,to copy or photograph,N4,,General,General
移る,うつる,utsuru,to move house or transfer,N4,,General,General
腕,うで,ude,arm,N4,,General,General
,うまい,umai,delicious,N4,,General,General
裏,うら,ura,reverse side,N4,,General,General
売り場,うりば,uriba,place where things are sold,N4,,General,General
,うれしい,ureshii,glad,N4,,General,General
,うん,un,(informal) yes,N4,,General,General
運転,うんてん・する,untensuru,to drive,N4,,General,General
運転手,うんてんしゅ,untenshu,driver,N4,,General,General
運動,うんどう・する,undousuru,to exercise,N4,,General,General
,エスカレーター,エスカレーター,escalator,N4,,General,General
枝,えだ,eda,"branch,  twig",N4,,General,General
選ぶ,えらぶ,erabu,to choose,N4,,General,General
遠慮,えんりょ・する,enryosuru,"to be reserved,  to be restrained",N4,,General,General
,おいでになる,oideninaru,(respectful) to be,N4,,General,General
お祝い,おいわい,oiwai,congratulation,N4,,General,General
,オートバイ,オートバイ,motorcycle,N4,,General,General
,おかげ,okage,owing to,N4,,General,General
,おかしい,okashii,strange or funny,N4,,General,General
億,おく,oku,one hundred million,N4,,General,General
屋上,おくじょう,okujou,rooftop,N4,,General,General
贈り物,おくりもの,okurimono,gift,N4,,General,General
送る,おくる,okuru,to send,N4,,General,General
遅れる,おくれる,okureru,to be late,N4,,General,General
起す,おこす,okosu,to wake,N4,,General,General
行う,おこなう,okonau,to do,N4,,General,General
怒る,おこる,okoru,"to get angry, to be angry",N4,,General,General
押し入れ,おしいれ,oshiire,closet,N4,,General,General
お嬢さん,おじょうさん,ojousan,young lady,N4,,General,General
お宅,おたく,otaku,(polite) your house,N4,,General,General
落る,おちる,ochiru,to fall or drop,N4,,General,General
,おっしゃる,ossharu,(respectful) to say,N4,,General,General
夫,おっと,otto,husband,N4,,General,General
,おつり,otsuri,"change from purchase,  balance",N4,,General,General
音,おと,oto,"sound, note",N4,,General,General
落す,おとす,otosu,to drop,N4,,General,General
踊り,おどり,odori,a dance,N4,,General,General
踊る,おどる,odoru,to dance,N4,,General,General
驚く,おどろく,odoroku,to be surprised,N4,,General,General
お祭り,おまつり,omatsuri,festival,N4,,General,General
お見舞い,おみまい,omimai,"calling on someone who is ill, enquiry",N4,,General,General
お土産,おみやげ,omiyage,souvenir,N4,,General,General
思い出す,おもいだす,omoidasu,to remember,N4,,General,General
思う,おもう,omou,"to think, to feel",N4,,General,General
,おもちゃ,omocha,toy,N4,,General,General
表,おもて,omote,the front,N4,,General,General
親,おや,oya,parents,N4,,General,General
下りる,おりる,oriru,to get off,N4,,General,General
折る,おる,oru,to break or to fold,N4,,General,General
お礼,おれい,orei,expression of gratitude,N4,,General,General
折れる,おれる,oreru,to break or be folded,N4,,General,General
終わり,おわり,owari,the end,N4,,General,General
,カーテン,カーテン,curtain,N4,,General,General
海岸,かいがん,kaigan,coast,N4,,General,General
会議,かいぎ,kaigi,meeting,N4,,General,General
会議室,かいぎしつ,kaigishitsu,meeting room,N4,,General,General
会場,かいじょう,kaijou,assembly hall or meeting place,N4,,General,General
会話,かいわ,kaiwa,conversation,N4,,General,General
帰り,かえり,kaeri,return,N4,,General,General
変える,かえる,kaeru,to change,N4,,General,General
科学,かがく,kagaku,science,N4,,General,General
鏡,かがみ,kagami,mirror,N4,,General,General
掛ける,かける,kakeru,to hang something,N4,,General,General
飾る,かざる,kazaru,to decorate,N4,,General,General
火事,かじ,kaji,fire,N4,,General,General
,ガス,ガス,petrol,N4,,General,General
,ガソリン,ガソリン,petrol,N4,,General,General
,ガソリンスタンド,ガソリンスタンド,petrol station,N4,,General,General
堅/硬/固い,かたい,katai,hard,N4,,General,General
形,かたち,katachi,shape,N4,,General,General
片付ける,かたづける,katazukeru,to tidy up,N4,,General,General
課長,かちょう,kachou,section manager,N4,,General,General
勝つ,かつ,katsu,to win,N4,,General,General
,かっこう,kakkou,appearance,N4,,General,General
家内,かない,kanai,housewife,N4,,General,General
悲しい,かなしい,kanashii,sad,N4,,General,General
必ず,かならず,kanarazu,"certainly, necessarily",N4,,General,General
お・金持ち,かねもち/おかねもち,kanemochi/okanemochi,rich man,N4,,General,General
彼女,かのじょ,kanojo,"she, girlfriend",N4,,General,General
